no,time,S,N,P10,P2.5,O,C,Humi-R,W-Direc,W-Speed,A-Pres,A-Temp
260,2016/3/15 14:00,0.014,0.033,0.038,0.021,0.09,0.35,52.31,119.162,2.009,1018.555,13.155
260,2016/3/15 15:00,0.013,0.036,0.041,0.021,0.091,0.363,54.834,110.595,1.99,1017.868,12.737
260,2016/3/15 16:00,0.012,0.038,0.045,0.022,0.09,0.368,54.794,125.748,2.159,1017.761,11.7
260,2016/3/15 17:00,0.012,0.054,0.044,0.022,0.079,0.438,57.81,97.568,1.726,1017.617,11.282
260,2016/3/15 18:00,0.012,0.073,0.051,0.025,0.059,0.541,62.54,98.296,1.401,1017.798,10.97
260,2016/3/15 19:00,0.011,0.065,0.057,0.028,0.064,0.504,67.262,118.642,1.649,1017.685,10.442
260,2016/3/15 20:00,0.011,0.058,0.047,0.027,0.064,0.471,69.614,94.572,1.496,1017.84,10.084
260,2016/3/15 21:00,0.011,0.053,0.036,0.025,0.066,0.429,72.274,95.001,1.488,1017.536,9.842
260,2016/3/15 22:00,0.011,0.049,0.038,0.024,0.069,0.401,73.993,107.301,1.873,1017.429,9.748
260,2016/3/15 23:00,0.011,0.042,0.036,0.02,0.071,0.37,74.83,111.625,1.66,1017.043,9.684
260,2016/3/16 0:00,0.011,0.032,0.036,0.022,0.078,0.235,76.245,127.846,1.988,1016.757,9.625
260,2016/3/16 1:00,0.01,0.025,0.031,0.019,0.084,0.289,77.106,127.721,1.792,1016.326,9.644
260,2016/3/16 2:00,0.01,0.026,0.029,0.016,0.081,0.291,77.832,134.835,1.586,1015.971,9.703
260,2016/3/16 3:00,0.011,0.031,0.029,0.018,0.076,0.292,78.967,125.131,1.307,1015.468,9.677
260,2016/3/16 4:00,0.01,0.039,0.032,0.021,0.065,0.317,80.885,128.281,0.943,1015.226,9.422
260,2016/3/16 5:00,0.011,0.073,0.037,0.025,0.029,0.404,82.974,99.293,0.519,1015.71,9.124
260,2016/3/16 6:00,0.011,0.097,0.05,0.024,0.009,0.632,84.318,74.899,0.336,1016.199,9.131
260,2016/3/16 7:00,0.012,0.08,0.055,0.028,0.026,0.627,80.481,125.022,0.953,1016.908,10.602
260,2016/3/16 8:00,0.014,0.066,0.055,0.033,0.045,0.619,71.863,103.136,0.856,1017.739,12.717
260,2016/3/16 9:00,0.016,0.068,0.057,0.036,0.051,0.597,64.627,117.471,0.854,1017.82,14.331
260,2016/3/16 10:00,0.017,0.07,0.06,0.037,0.057,0.659,58.414,141.926,0.914,1017.73,16.062
260,2016/3/16 11:00,0.018,0.075,0.071,0.045,0.064,0.698,53.638,94.269,1.046,1016.982,17.389
260,2016/3/16 12:00,0.017,0.07,0.072,0.05,0.076,0.685,49.833,123.942,1.227,1016.182,18.477
260,2016/3/16 13:00,0.017,0.064,0.071,0.05,0.089,0.637,45.743,127.965,1.016,1015.4,19.5
260,2016/3/16 14:00,0.016,0.065,0.082,0.053,0.096,0.668,43.72,112.917,1.107,1014.818,20.483
260,2016/3/16 15:00,0.018,0.085,0.092,0.054,0.074,0.707,53.295,71.453,2.108,1015.22,19.112
260,2016/3/16 16:00,0.016,0.078,0.079,0.05,0.069,0.564,56.818,77.98,1.873,1014.998,18.124
260,2016/3/16 17:00,0.014,0.096,0.08,0.05,0.048,0.655,61.022,81.131,1.637,1015.825,16.899
260,2016/3/16 18:00,0.014,0.102,0.075,0.054,0.035,0.721,68.494,84.032,1.435,1016.447,15.414
260,2016/3/16 19:00,0.013,0.118,0.079,0.058,0.014,0.832,71.941,83.142,1.132,1016.846,14.293
260,2016/3/16 20:00,0.013,0.111,0.077,0.062,0.02,0.794,73.932,87.566,1.17,1017.117,13.435
260,2016/3/16 21:00,0.012,0.074,0.067,0.06,0.053,0.607,77.295,90.649,0.986,1017.846,12.901
260,2016/3/16 22:00,0.012,0.057,0.054,0.057,0.059,0.541,79.913,100.437,1.266,1017.609,12.613
260,2016/3/16 23:00,0.011,0.043,0.044,0.051,0.064,0.45,87.11,98.932,1.508,1017.66,12.317
260,2016/3/17 0:00,0.01,0.056,0.038,0.043,0.043,0.359,88.343,90.769,0.756,1017.328,12.046
260,2016/3/17 1:00,0.011,0.041,0.033,0.04,0.054,0.428,88.648,95.566,0.896,1017.024,11.998
260,2016/3/17 2:00,0.01,0.049,0.031,0.035,0.044,0.396,89.534,96.841,0.785,1016.464,11.907
260,2016/3/17 3:00,0.01,0.038,0.028,0.033,0.053,0.359,91.249,101.282,1.075,1016.211,11.594
260,2016/3/17 4:00,0.01,0.035,0.027,0.032,0.056,0.35,92.861,94.274,1.198,1015.659,11.595
260,2016/3/17 5:00,0.01,0.043,0.029,0.027,0.047,0.365,93.573,96.126,1.361,1015.344,11.475
260,2016/3/17 6:00,0.01,0.064,0.034,0.026,0.026,0.475,93.677,91.557,1.038,1015.67,11.499
260,2016/3/17 7:00,0.01,0.069,0.042,0.034,0.024,0.619,92.079,89.501,0.953,1016.281,12.153
260,2016/3/17 8:00,0.011,0.064,0.04,0.037,0.037,0.636,84.249,98.246,1.37,1016.194,13.573
260,2016/3/17 9:00,0.011,0.059,0.045,0.028,0.043,0.555,81.181,120.571,1.329,1016.258,14.751
260,2016/3/17 10:00,0.011,0.06,0.044,0.031,0.045,0.576,80.443,113.879,1.487,1015.502,15.753
260,2016/3/17 11:00,0.011,0.045,0.045,0.032,0.063,0.468,78.465,121.732,2.204,1014.286,16.959
260,2016/3/17 12:00,0.012,0.032,0.04,0.031,0.082,0.414,74.83,131.161,1.857,1013.692,18.426
260,2016/3/17 13:00,0.013,0.032,0.039,0.03,0.084,0.454,74.133,125.554,1.804,1012.578,18.87
260,2016/3/17 14:00,0.013,0.033,0.037,0.025,0.078,0.426,75.045,126.652,2.042,1010.96,19.039
260,2016/3/17 15:00,0.012,0.036,0.032,0.025,0.078,0.411,76.296,109.832,1.753,1010.366,18.63
260,2016/3/17 16:00,0.011,0.048,0.038,0.022,0.061,0.495,80.524,108.363,1.456,1010.383,17.913
260,2016/3/17 17:00,0.011,0.07,0.041,0.025,0.038,0.606,80.826,97.406,1.223,1010.121,17.711
260,2016/3/17 18:00,0.011,0.072,0.049,0.027,0.032,0.629,83.571,97.37,1.3,1010.071,17.09
260,2016/3/17 19:00,0.011,0.08,0.049,0.031,0.021,0.66,86.347,86.302,0.969,1010.439,16.63
260,2016/3/17 20:00,0.01,0.079,0.044,0.031,0.018,0.647,88.686,118.181,0.947,1010.808,16.274
260,2016/3/17 21:00,0.01,0.084,0.037,0.031,0.01,0.641,91.338,108.614,0.766,1010.572,15.69
260,2016/3/17 22:00,0.01,0.085,0.038,0.035,0.005,0.722,93.404,113.8,0.568,1010.045,15.269
260,2016/3/17 23:00,0.01,0.079,0.041,0.037,0.005,0.765,94.297,116.664,0.501,1009.688,15.18
260,2016/3/18 0:00,0.011,0.081,0.062,0.041,0.005,0.655,95.041,120.919,0.302,1009.236,15.041
260,2016/3/18 1:00,0.011,0.079,0.064,0.054,0.005,0.93,95.497,132.643,0.284,1008.869,14.907
260,2016/3/18 2:00,0.012,0.079,0.069,0.059,0.005,0.96,95.889,93.019,0.329,1008.52,14.653
260,2016/3/18 3:00,0.011,0.078,0.066,0.058,0.005,0.992,96.177,130.212,0.294,1008.135,14.692
260,2016/3/18 4:00,0.011,0.075,0.06,0.056,0.005,0.948,96.385,106.685,0.211,1008.112,14.666
260,2016/3/18 5:00,0.011,0.073,0.068,0.061,0.005,1.023,96.538,129.143,0.247,1008.09,14.719
260,2016/3/18 6:00,0.011,0.071,0.083,0.067,0.005,1.054,96.709,157.694,0.375,1008.897,14.769
260,2016/3/18 7:00,0.012,0.075,0.097,0.082,0.005,1.23,96.728,203.751,0.523,1009.356,15.02
260,2016/3/18 8:00,0.012,0.079,0.115,0.092,0.005,1.147,96.17,204.574,0.574,1009.404,15.742
260,2016/3/18 9:00,0.012,0.082,0.122,0.1,0.009,0.993,93.72,198.71,0.64,1009.93,16.539
260,2016/3/18 10:00,0.013,0.092,0.137,0.114,0.018,1.096,88.217,241.188,1.097,1009.719,17.449
260,2016/3/18 11:00,0.017,0.095,0.134,0.134,0.033,1.566,81.894,260.575,1.398,1009.64,18.377
260,2016/3/18 12:00,0.022,0.1,0.134,0.143,0.042,1.48,77.279,210.967,1.011,1009.08,19.361
260,2016/3/18 13:00,0.025,0.101,0.131,0.148,0.053,1.505,73.89,168.533,0.972,1008.757,19.766
260,2016/3/18 14:00,0.028,0.132,0.169,0.165,0.029,2.245,77.814,105.934,0.821,1008.309,18.911
260,2016/3/18 15:00,0.033,0.125,0.172,0.189,0.043,1.762,76.621,144.871,0.561,1008.751,19.002
260,2016/3/18 16:00,0.031,0.118,0.177,0.192,0.045,1.594,76.021,173.863,0.6,1008.751,18.994
260,2016/3/18 17:00,0.029,0.129,0.179,0.195,0.032,1.645,77.576,117.332,0.39,1008.99,18.66
260,2016/3/18 18:00,0.026,0.14,0.168,0.187,0.012,1.837,79.513,68.001,0.542,1009.463,18.359
260,2016/3/18 19:00,0.023,0.126,0.143,0.164,0.008,1.738,82.46,75.453,0.912,1010.366,17.902
260,2016/3/18 20:00,0.018,0.093,0.063,0.131,0.006,1.189,86.221,77.282,1.135,1010.861,17.233
260,2016/3/18 21:00,0.015,0.076,,0.063,0.012,0.751,88.306,71.147,1.329,1011.928,16.301
260,2016/3/18 22:00,0.013,0.078,0.002,0.03,0.008,0.66,90.032,73.983,0.932,1012.122,15.793
260,2016/3/18 23:00,0.013,0.068,0.012,0.028,0.012,0.641,90.933,69.406,0.891,1011.948,15.448
260,2016/3/19 0:00,0.013,0.084,0.007,0.028,0.005,0.723,91.151,71.839,0.779,1012.147,15.023
260,2016/3/19 1:00,0.012,0.074,0.009,0.023,0.011,0.966,91.574,66.873,0.724,1012.142,14.691
260,2016/3/19 2:00,0.012,0.059,0.012,0.021,0.021,1.397,91.581,75.435,0.46,1011.632,14.583
260,2016/3/19 3:00,0.012,0.078,0.028,0.024,0.006,1.896,91.499,120.075,0.325,1011.582,14.615
260,2016/3/19 4:00,0.012,0.076,0.031,0.032,0.005,1.129,91.549,139.299,0.518,1012.37,14.585
260,2016/3/19 5:00,0.012,0.068,0.037,0.034,0.005,0.543,92.183,72.957,0.506,1013.445,14.362
260,2016/3/19 6:00,0.013,0.071,0.042,0.034,0.006,0.503,92.627,87.983,0.755,1013.946,14.149
260,2016/3/19 7:00,0.012,0.066,0.051,0.035,0.009,0.632,92.714,79.565,0.958,1015.006,14.022
260,2016/3/19 8:00,0.012,0.064,0.053,0.041,0.01,0.652,92.286,79.466,0.93,1016.427,13.915
260,2016/3/19 9:00,0.011,0.062,0.043,0.041,0.017,0.646,92.386,106.627,0.812,1016.982,14.033
260,2016/3/19 10:00,0.011,0.069,0.069,0.042,0.014,0.999,91.834,117.604,0.829,1017.066,14.169
260,2016/3/19 11:00,0.011,0.053,0.036,0.05,0.033,0.696,90.035,77.876,1.129,1016.832,14.512
260,2016/3/19 12:00,0.012,0.046,0.03,0.028,0.049,0.47,84.773,103.9,1.017,1016.627,15.68
260,2016/3/19 13:00,0.012,0.052,0.044,0.025,0.044,0.836,83.425,144.073,0.947,1016.604,15.747
260,2016/3/19 14:00,0.012,0.062,0.06,0.043,0.031,1.139,84.675,134.963,0.734,1016.486,15.485
260,2016/3/19 15:00,0.013,0.067,0.071,0.051,0.026,1.093,84.386,107.222,0.689,1016.768,15.532
260,2016/3/19 16:00,0.013,0.068,0.067,0.05,0.03,1.2,83.971,131.019,0.734,1017.136,15.468
260,2016/3/19 17:00,0.013,0.073,0.085,0.056,0.016,1.023,85.87,118.668,0.841,1017.572,14.938
260,2016/3/19 18:00,0.012,0.072,0.077,0.066,0.011,1.206,88.223,110.508,0.871,1018.116,14.097
260,2016/3/19 19:00,0.012,0.06,0.053,0.06,0.023,0.836,89.756,86.157,1.136,1018.712,13.348
260,2016/3/19 20:00,0.011,0.045,0.029,0.035,0.039,0.508,91.157,73.962,1.171,1019.283,12.288
260,2016/3/19 21:00,0.01,0.057,0.044,0.036,0.026,0.754,91.602,77.775,1.079,1019.283,11.594
260,2016/3/19 22:00,0.01,0.074,0.047,0.04,0.018,0.844,90.228,74.462,0.83,1019.472,10.723
260,2016/3/19 23:00,0.011,0.076,0.047,0.038,0.02,0.663,89.813,75.941,0.597,1019.815,10.076
260,2016/3/20 0:00,0.01,0.075,0.044,0.038,0.016,0.423,90.749,68.749,0.782,1019.587,9.541
260,2016/3/20 1:00,0.01,0.064,0.045,0.037,0.022,0.587,91.983,84.977,0.41,1019.812,9.141
260,2016/3/20 2:00,0.01,0.069,0.05,0.038,0.013,0.543,92.67,72.754,0.639,1019.202,8.78
260,2016/3/20 3:00,0.01,0.07,0.058,0.048,0.016,0.682,93.348,70.103,0.916,1019.024,8.451
260,2016/3/20 4:00,0.01,0.076,0.067,0.049,0.012,0.707,93.356,63.561,0.743,1018.963,8.257
260,2016/3/20 5:00,0.01,0.085,0.076,0.058,0.009,0.785,93.537,67.81,0.664,1019.43,8.006
260,2016/3/20 6:00,0.011,0.089,0.083,0.058,0.011,0.762,93.583,75.553,0.92,1019.939,7.979
260,2016/3/20 7:00,0.011,0.078,0.08,0.058,0.031,0.671,87.746,72.12,0.955,1020.794,9.144
260,2016/3/20 8:00,0.014,0.072,0.089,0.05,0.045,0.602,72.566,76.121,1.129,1021.152,11.454
260,2016/3/20 9:00,0.02,0.066,0.084,0.048,0.062,0.788,59.263,77.156,1.621,1021.529,13.773
260,2016/3/20 10:00,0.019,0.044,0.064,0.044,0.088,0.616,48.554,77.647,2.163,1021.714,14.987
260,2016/3/20 11:00,0.017,0.041,0.058,0.042,0.096,0.643,45.016,77.275,2.282,1021.216,15.337
260,2016/3/20 12:00,0.015,0.036,0.053,0.036,0.102,0.527,40.988,78.914,1.95,1020.209,16.449
260,2016/3/20 13:00,0.016,0.045,0.067,0.031,0.099,0.826,39.768,86.94,1.793,1019.43,16.622
260,2016/3/20 14:00,0.014,0.037,0.063,0.037,0.113,0.66,33.973,84.119,1.867,1018.946,16.719
260,2016/3/20 15:00,0.014,0.048,0.075,0.036,0.103,0.54,37.775,82.266,1.474,1019.078,16.791
260,2016/3/20 16:00,0.015,0.065,0.078,0.036,0.087,0.603,41.099,80.561,1.437,1019.3,16.035
260,2016/3/20 17:00,0.014,0.071,0.088,0.041,0.082,0.9,49.021,71.462,1.461,1019.576,14.824
260,2016/3/20 18:00,0.013,0.076,0.094,0.05,0.07,1.397,63.168,72.875,1.898,1019.953,13.273
260,2016/3/20 19:00,0.012,0.063,0.081,0.053,0.08,1.132,70.211,72.822,1.65,1020.879,11.781
260,2016/3/20 20:00,0.012,0.073,0.083,0.06,0.067,0.896,71.698,72.927,1.289,1021.261,11.263
260,2016/3/20 21:00,0.013,0.057,0.072,0.058,0.079,0.625,75.622,69.35,1.738,1021.171,10.44
260,2016/3/20 22:00,0.012,0.055,0.072,0.059,0.073,0.614,81.815,68.369,1.577,1021.38,9.987
260,2016/3/20 23:00,0.011,0.04,0.061,0.052,0.085,0.575,84.337,72.274,1.194,1021.194,9.611
260,2016/3/21 0:00,0.011,0.04,0.065,0.05,0.077,0.426,85.424,78.466,0.651,1021.316,9.453
260,2016/3/21 1:00,0.011,0.034,0.064,0.049,0.081,0.529,86.985,87.94,0.757,1021.211,9.15
260,2016/3/21 2:00,0.011,0.036,0.07,0.055,0.08,0.522,87.875,71.959,1.118,1020.566,8.971
260,2016/3/21 3:00,0.01,0.032,0.069,0.062,0.085,0.502,89.045,67.104,1.072,1019.818,8.812
260,2016/3/21 4:00,0.01,0.045,0.075,0.063,0.076,0.579,90.169,63.623,1.012,1020.262,8.562
260,2016/3/21 5:00,0.01,0.069,0.073,0.068,0.056,0.597,90.611,68.862,0.974,1020.721,8.358
260,2016/3/21 6:00,0.01,0.087,0.077,0.066,0.045,0.723,89.911,69.827,1.396,1020.991,8.406
260,2016/3/21 7:00,0.011,0.073,0.063,0.06,0.064,0.683,86.298,71.405,1.505,1021.349,9.237
260,2016/3/21 8:00,0.014,0.06,0.059,0.049,0.077,0.637,78.683,79.794,1.472,1021.52,10.682
260,2016/3/21 9:00,0.017,0.06,0.05,0.047,0.079,0.564,66.371,88.877,1.342,1021.796,12.626
260,2016/3/21 10:00,0.019,0.058,0.05,0.038,0.085,0.503,57.071,83.743,1.651,1021.743,14.231
260,2016/3/21 11:00,0.018,0.051,0.049,0.037,0.099,0.456,54.334,80.904,1.799,1021.456,14.833
260,2016/3/21 12:00,0.019,0.054,0.052,0.037,0.101,0.459,53.445,82.13,1.723,1020.904,15.251
260,2016/3/21 13:00,0.019,0.054,0.052,0.04,0.101,0.476,52.784,89.4,1.469,1020.372,15.831
260,2016/3/21 14:00,0.017,0.061,0.062,0.043,0.094,0.516,53.982,78.775,1.556,1019.66,15.657
260,2016/3/21 15:00,0.015,0.056,0.066,0.043,0.097,0.532,56.136,81.577,1.701,1019.317,15.418
260,2016/3/21 16:00,0.013,0.06,0.077,0.044,0.088,0.565,66.14,95.815,1.683,1019.081,15.126
260,2016/3/21 17:00,0.012,0.064,0.071,0.046,0.077,0.574,73.679,110.679,1.469,1019.418,14.304
260,2016/3/21 18:00,0.011,0.064,0.069,0.051,0.067,0.611,76.631,92.885,1.237,1019.655,13.769
260,2016/3/21 19:00,0.01,0.074,0.073,0.047,0.05,0.675,78.478,90.609,1.215,1019.753,13.427
260,2016/3/21 20:00,0.01,0.094,0.08,0.052,0.024,0.745,83.106,81.405,1.115,1020.043,12.665
260,2016/3/21 21:00,0.01,0.079,0.073,0.054,0.036,0.658,85.906,83.664,1.041,1020.167,12.065
260,2016/3/21 22:00,0.01,0.077,0.063,0.051,0.039,0.587,87.618,79.259,1.103,1019.795,11.563
260,2016/3/21 23:00,0.01,0.079,0.058,0.051,0.034,0.549,88.877,77.082,0.951,1019.784,11.269
260,2016/3/22 0:00,0.01,0.053,0.052,0.05,0.057,0.34,88.687,80.613,1.153,1019.232,11.342
260,2016/3/22 1:00,0.01,0.05,0.049,0.049,0.055,0.439,88.778,79.462,0.97,1018.763,11.424
260,2016/3/22 2:00,0.01,0.05,0.048,0.046,0.051,0.428,89.199,76.144,0.912,1018.088,11.418
260,2016/3/22 3:00,0.01,0.056,0.048,0.046,0.04,0.421,88.888,75.709,0.778,1017.685,11.379
260,2016/3/22 4:00,0.011,0.074,0.055,0.049,0.015,0.472,88.952,78.837,0.962,1017.277,11.365
260,2016/3/22 5:00,0.011,0.062,0.035,0.047,0.038,0.413,86.193,91.109,1.223,1017.401,11.76
260,2016/3/22 6:00,0.011,0.059,0.04,0.032,0.051,0.451,82.119,102.216,1.481,1017.592,12.325
260,2016/3/22 7:00,0.012,0.065,0.047,0.03,0.046,0.52,80.595,114.547,1.885,1017.891,12.811
260,2016/3/22 8:00,0.012,0.053,0.049,0.029,0.06,0.517,79.028,113.585,2.168,1017.874,13.199
260,2016/3/22 9:00,0.011,0.047,0.047,0.029,0.07,0.456,75.982,113.999,2.11,1017.893,13.676
260,2016/3/22 10:00,0.012,0.038,0.049,0.03,0.088,0.427,72.726,122.618,2.245,1017.48,14.228
260,2016/3/22 11:00,0.011,0.041,0.045,0.033,0.087,0.435,70.264,118.306,2,1016.965,14.839
260,2016/3/22 12:00,0.012,0.04,0.046,0.03,0.091,0.428,69.358,116.014,1.86,1016.143,14.849
260,2016/3/22 13:00,0.012,0.045,0.061,0.033,0.089,0.467,70.151,134.369,1.366,1015.411,14.762
260,2016/3/22 14:00,0.011,0.052,0.051,0.035,0.076,0.466,70.45,103.605,1.353,1014.669,14.477
260,2016/3/22 15:00,0.011,0.056,0.058,0.032,0.066,0.455,70.968,125.248,1.436,1014.41,14.152
260,2016/3/22 16:00,0.011,0.064,0.06,0.031,0.054,0.522,73.262,116.983,1.065,1014.357,14.048
260,2016/3/22 17:00,0.012,0.079,0.058,0.034,0.038,0.57,73.492,105.794,0.975,1014.59,13.996
260,2016/3/22 18:00,0.011,0.08,0.058,0.034,0.036,0.595,75.271,104.092,1.188,1015.096,13.703
260,2016/3/22 19:00,0.011,0.074,0.063,0.035,0.036,0.569,77.928,91.643,0.985,1015.758,13.498
260,2016/3/22 20:00,0.011,0.074,0.065,0.036,0.032,0.569,80.187,85.777,1.18,1016.362,13.318
260,2016/3/22 21:00,0.01,0.075,0.053,0.04,0.027,0.562,82.76,75.364,1.366,1016.455,12.958
260,2016/3/22 22:00,0.011,0.064,0.046,0.039,0.034,0.45,84.496,72.994,1.264,1016.866,12.64
260,2016/3/22 23:00,0.011,0.056,0.036,0.035,0.04,0.382,85.239,72.264,1.217,1016.863,12.492
260,2016/3/23 0:00,0.012,0.056,0.04,0.036,0.04,0.282,86.26,70.795,1.344,1017.128,12.259
260,2016/3/23 1:00,0.012,0.054,0.035,0.037,0.043,0.346,86.994,71.465,1.266,1016.666,12.101
260,2016/3/23 2:00,0.013,0.054,0.035,0.037,0.051,0.359,86.814,70.199,1.3,1016.312,11.961
260,2016/3/23 3:00,0.012,0.039,0.033,0.039,0.073,0.48,86.939,71.357,1.546,1015.977,11.673
260,2016/3/23 4:00,0.012,0.034,0.034,0.034,0.081,0.386,86.531,74.513,1.359,1016.281,11.551
260,2016/3/23 5:00,0.011,0.04,0.026,0.031,0.079,0.356,84.152,72.41,1.707,1017.39,11.289
260,2016/3/23 6:00,0.011,0.048,0.041,0.029,0.075,0.409,80.088,77.299,1.762,1017.617,11.19
260,2016/3/23 7:00,0.011,0.049,0.042,0.029,0.079,0.479,79.758,90.55,1.523,1019.07,11.179
260,2016/3/23 8:00,0.012,0.049,0.047,0.028,0.078,0.562,76.076,96.422,1.656,1019.548,11.627
260,2016/3/23 9:00,0.013,0.051,0.059,0.035,0.073,0.751,74.195,107.062,1.566,1020.333,11.991
260,2016/3/23 10:00,0.015,0.037,0.076,0.038,0.105,0.628,69.846,159.988,1.51,1020.67,12.685
260,2016/3/23 11:00,0.019,0.043,0.094,0.053,0.115,0.826,59.227,110.413,1.749,1020.913,13.409
260,2016/3/23 12:00,0.019,0.044,0.081,0.051,0.105,0.801,51.98,118.749,2.053,1020.35,14.174
260,2016/3/23 13:00,0.018,0.037,0.076,0.047,0.11,0.5,51.871,127.993,1.875,1020.808,13.884
260,2016/3/23 14:00,0.015,0.035,0.072,0.036,0.108,0.376,54.208,143.493,1.808,1021.295,13.468
260,2016/3/23 15:00,0.014,0.036,0.068,0.031,0.101,0.36,57.248,155.528,1.936,1021.337,12.509
260,2016/3/23 16:00,0.014,0.038,0.062,0.029,0.094,0.361,56.425,176.617,1.582,1021.633,11.95
260,2016/3/23 17:00,0.012,0.04,0.07,0.028,0.089,0.381,62.081,125.976,1.745,1022.491,10.938
260,2016/3/23 18:00,0.011,0.034,0.062,0.029,0.09,0.361,68.223,162.228,1.747,1023.265,9.816
260,2016/3/23 19:00,0.011,0.031,0.047,0.026,0.088,0.318,62.411,139.164,2.146,1024.267,9.092
260,2016/3/23 20:00,0.012,0.036,0.036,0.018,0.077,0.352,58.72,122.391,1.834,1025.134,8.839
260,2016/3/23 21:00,0.013,0.047,0.038,0.014,0.061,0.729,55.886,119.182,1.596,1025.575,8.655
260,2016/3/23 22:00,0.015,0.052,0.039,0.015,0.053,0.893,55.96,133.112,1.391,1025.744,8.446
260,2016/3/23 23:00,0.014,0.041,0.039,0.015,0.067,0.699,58.276,122.113,1.548,1025.885,8.262
260,2016/3/24 0:00,0.012,0.027,0.036,0.014,0.082,0.218,62.66,145.445,1.161,1026,7.985
260,2016/3/24 1:00,0.012,0.024,0.032,0.014,0.083,0.274,64.12,165.292,0.928,1025.823,7.726
260,2016/3/24 2:00,0.011,0.022,0.029,0.014,0.084,0.255,63.587,170.445,1.255,1025.553,7.518
260,2016/3/24 3:00,0.011,0.022,0.032,0.013,0.083,0.254,64.055,208.427,1.368,1025.21,7.312
260,2016/3/24 4:00,0.012,0.024,0.031,0.011,0.077,0.262,64.585,202.909,1.249,1025.328,6.984
260,2016/3/24 5:00,0.011,0.026,0.026,0.008,0.074,0.258,65.401,174.478,1.293,1025.024,6.741
260,2016/3/24 6:00,0.012,0.034,0.039,0.01,0.07,0.32,62.652,211.035,1.39,1025.919,7.23
260,2016/3/24 7:00,0.012,0.035,0.045,0.014,0.076,0.391,58.501,187.075,1.508,1026.822,8.274
260,2016/3/24 8:00,0.013,0.029,0.053,0.019,0.09,0.363,54.994,177.798,1.777,1026.709,8.821
260,2016/3/24 9:00,0.012,0.026,0.058,0.022,0.093,0.349,53.627,167.056,1.668,1026.76,9.584
260,2016/3/24 10:00,0.013,0.024,0.057,0.029,0.097,0.34,50.338,186.632,1.667,1026.619,10.704
260,2016/3/24 11:00,0.013,0.022,0.054,0.025,0.102,0.321,46.938,188.016,1.864,1026.749,11.56
260,2016/3/24 12:00,0.012,0.021,0.055,0.027,0.105,0.303,45.194,181.288,2.114,1026.085,12.115
260,2016/3/24 13:00,0.012,0.021,0.057,0.021,0.104,0.284,46.029,205.96,2.132,1025.612,11.914
260,2016/3/24 14:00,0.012,0.022,0.052,0.016,0.102,0.278,46.874,197.142,2.062,1025.733,11.305
260,2016/3/24 15:00,0.011,0.025,0.05,0.016,0.101,0.284,49.366,186.164,1.788,1026.012,10.262
260,2016/3/24 16:00,0.011,0.034,0.053,0.019,0.091,0.333,50.549,142.348,1.756,1026.51,9.88
260,2016/3/24 17:00,0.011,0.041,0.052,0.017,0.084,0.362,53.94,133.668,1.564,1026.119,9.236
260,2016/3/24 18:00,0.011,0.046,0.051,0.018,0.077,0.447,55.619,99.8,1.682,1026.732,8.557
260,2016/3/24 19:00,0.012,0.045,0.042,0.018,0.077,0.385,56.768,135.619,1.38,1027.655,8.246
260,2016/3/24 20:00,0.011,0.035,0.04,0.016,0.088,0.327,57.535,125.99,1.562,1027.238,7.908
260,2016/3/24 21:00,0.011,0.031,0.04,0.013,0.09,0.3,58.869,152.083,1.196,1027.97,7.749
260,2016/3/24 22:00,0.011,0.03,0.037,0.012,0.091,0.299,60.052,187.668,0.989,1027.776,7.65
260,2016/3/24 23:00,0.011,0.028,0.038,0.014,0.092,0.29,61.228,181.732,1.003,1026.94,7.524
260,2016/3/25 0:00,0.011,0.029,0.05,0.016,0.088,0.214,63.424,220.509,0.937,1026.536,7.371
260,2016/3/25 1:00,0.011,0.041,0.054,0.02,0.071,0.287,65.879,172.651,0.617,1025.913,7.137
260,2016/3/25 2:00,0.011,0.055,0.045,0.022,0.051,0.313,69.11,199.856,0.54,1025.145,6.671
260,2016/3/25 3:00,0.011,0.049,0.044,0.021,0.054,0.324,70.371,229.648,0.664,1024.925,6.566
260,2016/3/25 4:00,0.012,0.06,0.048,0.021,0.04,0.351,71.133,255.083,0.824,1025.105,6.427
260,2016/3/25 5:00,0.013,0.073,0.057,0.024,0.024,0.386,72.092,253.668,1.011,1025.426,6.391
260,2016/3/25 6:00,0.016,0.075,0.059,0.031,0.026,0.466,71.563,254.301,0.913,1025.165,6.661
260,2016/3/25 7:00,0.021,0.068,0.063,0.034,0.041,0.483,64.48,226.878,1.089,1025.35,7.781
260,2016/3/25 8:00,0.023,0.053,0.057,0.032,0.063,0.435,58.352,204.37,1.114,1025.736,9.312
260,2016/3/25 9:00,0.02,0.033,0.034,0.024,0.089,0.351,47.16,195.809,1.44,1025.803,10.907
260,2016/3/25 10:00,0.016,0.027,0.034,0.016,0.098,0.322,34.269,201.44,1.549,1025.843,12.396
260,2016/3/25 11:00,0.017,0.023,0.041,0.02,0.112,0.35,29.167,203.646,1.814,1025.46,13.289
260,2016/3/25 12:00,,0.025,0.055,0.029,,0.379,27.267,145.705,1.734,1024.962,14.028
260,2016/3/25 13:00,0.023,0.023,0.06,0.032,0.12,0.728,28.302,234.954,1.798,1024.09,14.354
